"sample_id","stratum","stratum_rank","selection_hash","oracle_id","printing_id","collector_number","set","set_name","rarity","name","mana_cost","type_line","oracle_text","layout","power","toughness","colors","standard_legality","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","code_evidence","authority_url"
"72","SOS-uncommon","12","13ac25c4d005bcf39989a325f2f796f6c695e51a150ed386139be02419edae14","47d6093b-b1b6-4956-8bfd-02cce899f832","47d6093b-b1b6-4956-8bfd-02cce899f832","49","SOS","Secrets of Strixhaven","uncommon","Flow State","1U","Sorcery","Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order. If there is an instant card and a sorcery card in your graveyard, instead put two of them into your hand and the rest on the bottom of your library in any order.","normal","","","U","legal","blocked","shared_capability_required","Engine","look_choose_multiple","","The engine lacks a private top-three choose-one-or-two-to-hand operation with the instant-and-sorcery graveyard condition.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/secrets-of-strixhaven-release-notes"
"73","SOS-uncommon","13","1d296e54ca2300d821d32b944c0cb1f227570eb3d2501ad5579e2e80653d1083","8f6c2a5e-fe13-407c-aadd-c9caf2884ff1","8f6c2a5e-fe13-407c-aadd-c9caf2884ff1","211","SOS","Secrets of Strixhaven","uncommon","Prismari Charm","UR","Instant","Choose one —
• Surveil 2, then draw a card.
• Prismari Charm deals 1 damage to each of one or two targets.
• Return target nonland permanent to its owner's hand.","normal","","","UR","legal","partial_now","ron_after_omission","Engine","damage_each_multiple_targets","","The surveil/draw and bounce modes are composable; dealing one to each of one or two targets is not a divided-damage instruction.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/secrets-of-strixhaven-release-notes"
"74","SOS-uncommon","14","1d6bd4ddf5dd64a3395092913b25be7b596f375fd6b5929bad9174e07ee8b668","ddbf1242-6832-475e-9a77-65dd9b4bb32a","ddbf1242-6832-475e-9a77-65dd9b4bb32a","79","SOS","Secrets of Strixhaven","uncommon","Dissection Practice","B","Instant","Target opponent loses 1 life and you gain 1 life.
Up to one target creature gets +1/+1 until end of turn.
Up to one target creature gets -1/-1 until end of turn.","normal","","","B","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/secrets-of-strixhaven-release-notes"
"75","SOS-uncommon","15","1e47ec866a5c5be6fdedc13baa9ac18d7caf92981daf3460b54c3f2cba87a9a6","318486e0-f255-40f5-8150-dc272eec9d7d","318486e0-f255-40f5-8150-dc272eec9d7d","217","SOS","Secrets of Strixhaven","uncommon","Quandrix Charm","GU","Instant","Choose one —
• Counter target spell unless its controller pays {2}.
• Destroy target enchantment.
• Target creature has base power and toughness 5/5 until end of turn.","normal","","","UG","legal","partial_now","ron_after_omission","Engine","animation","","The counter and enchantment-destruction modes are composable; one-shot base 5/5 setting is absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/secrets-of-strixhaven-release-notes"
"76","SOS-uncommon","16","1ee2f2391d875f85144942eac8150d1accf9ceb898fdb9c7ddab6300aef5c569","bbd708ec-eef4-4f45-99dd-60e1cec4b991","bbd708ec-eef4-4f45-99dd-60e1cec4b991","69","SOS","Secrets of Strixhaven","uncommon","Tester of the Tangential","1U","Creature — Djinn Wizard","Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.)
At the beginning of combat on your turn, you may pay {X}. When you do, move X +1/+1 counters from this creature onto another target creature.","normal","1","1","U","legal","blocked","shared_capability_required","Engine","spell_mana_spent_event_context","counter_transfer","Increment needs cast spending context, and the activated ability needs an X-sized live counter transfer.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/secrets-of-strixhaven-release-notes"
"77","SOS-uncommon","17","211f8840a5167fb3b0ce8f0284cc53a27e9301ae21e776f85bca96d2680b9e2b","6168b472-0930-4db5-9920-407340b99050","6168b472-0930-4db5-9920-407340b99050","74","SOS","Secrets of Strixhaven","uncommon","Arnyn, Deathbloom Botanist","2B","Legendary Creature — Vampire Druid","Deathtouch
Whenever a creature you control with power or toughness 1 or less dies, target opponent loses 2 life and you gain 2 life.","normal","2","2","B","legal","blocked","shared_capability_required","Engine","death_filter_toughness_or","","The death observer cannot express power 1 or less OR toughness 1 or less; deathtouch alone is insufficient.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/secrets-of-strixhaven-release-notes"
"78","SOS-uncommon","18","243ffbefeb812375079018d568c88475b3e9f7a04f44c49f3d52044bafd35838","151eab82-d20f-433b-b3bb-1d44e2871d5c","151eab82-d20f-433b-b3bb-1d44e2871d5c","39","SOS","Secrets of Strixhaven","uncommon","Brush Off","2UU","Instant","This spell costs {1}{U} less to cast if it targets an instant or sorcery spell.
Counter target spell.","normal","","","U","legal","partial_now","ron_after_omission","Engine","stack_target_cost_modifier","","Countering the spell is composable; cost reduction based on the targeted stack spell being instant or sorcery is not.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/secrets-of-strixhaven-release-notes"
"79","SOS-uncommon","19","2af40eefa7e5cac8bbaa396cdc5a598f0c8d8167ca3e80b0d628124014dab636","db1cea01-123e-4b23-8b98-f94cabce3912","db1cea01-123e-4b23-8b98-f94cabce3912","16","SOS","Secrets of Strixhaven","uncommon","Graduation Day","W","Enchantment","Repartee — Whenever you cast an instant or sorcery spell that targets a creature, put a +1/+1 counter on target creature you control.","normal","","","W","legal","blocked","shared_capability_required","Engine","cast_targets_creature_trigger","","Repartee requires one cast event filtered by whether the spell targets a creature.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/secrets-of-strixhaven-release-notes"
"80","SOS-uncommon","20","2d6f158d0eef198f61894ded042bc8a26488e4ed620629bc24f5791d6b65b41c","c2faf4cf-c4b6-4721-ac06-0e045dd9704a","c2faf4cf-c4b6-4721-ac06-0e045dd9704a","126","SOS","Secrets of Strixhaven","uncommon","Pigment Wrangler // Striking Palette","4R // R","Creature — Orc Sorcerer // Sorcery","Flying
This creature enters prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.)

---

When you next cast an instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.","prepare","4","4","R","legal","blocked","shared_capability_required","Engine","prepared","copy_next_spell","Preparation state is absent, as is a delayed permission to copy the next instant or sorcery cast this turn.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/secrets-of-strixhaven-release-notes"
"81","MSH-common","1","011d85dc4e0e9534e70d9fe7c315f9a71d1ea8f9fbe77b139b0bce517a642bd2","50a6aa80-79a3-46f3-9cc1-5bf663b64976","50a6aa80-79a3-46f3-9cc1-5bf663b64976","134","MSH","Marvel Super Heroes","common","Hire a Crew","2R","Instant","Create a 2/1 black Villain creature token with menace, then creatures you control get +1/+0 until end of turn. (A creature with menace can't be blocked except by two or more creatures.)","normal","","","R","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"82","MSH-common","2","0146eeaf9c34cb9206dc116ad3e1ce16bf9dbd04578eb550e6dc432f2624cab6","5c21a120-4ec7-46ec-974a-2204edb92abb","5c21a120-4ec7-46ec-974a-2204edb92abb","109","MSH","Marvel Super Heroes","common","Project Deathlok Soldier","B","Artifact Creature — Zombie Soldier","{2}{B}: Return this card from your graveyard to your hand.","normal","1","2","B","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"83","MSH-common","3","04e13c0983de85b41f25a95f6e0fb7d7efef78f89a309b780fe9e29af8ed631e","4b12dc1f-2218-4c71-aafa-ea6a26eeb0aa","4b12dc1f-2218-4c71-aafa-ea6a26eeb0aa","40","MSH","Marvel Super Heroes","common","Wakandan Drone Flock","3W","Artifact Creature — Robot","Flying
When this creature enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)","normal","3","3","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"84","MSH-common","4","05846e563ccda74c49cc3ba1127d8f4dab1184c362bdac687b96ee98d5435e43","98df64ca-39c3-47e6-8143-4106c8e9cf59","98df64ca-39c3-47e6-8143-4106c8e9cf59","24","MSH","Marvel Super Heroes","common","Murdock's Crusade","1W","Sorcery","Teamwork 4 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 4 or more.)
Choose one. If this spell was cast using teamwork, choose both instead.
• Street Justice — Exile target creature with toughness 4 or greater.
• Legal Justice — Exile target enchantment with mana value 4 or greater.","normal","","","W","legal","partial_now","ron_after_omission","Engine","teamwork","","The ordinary choose-one spell is composable; the optional aggregate Teamwork payment and choose-both receipt are absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"85","MSH-common","5","071dfe6d964c503b8b05eee558838cca08f2f62b7302fbbe718dafc38befebf4","06d8a2a0-775b-4813-973f-8b15612b38d1","06d8a2a0-775b-4813-973f-8b15612b38d1","57","MSH","Marvel Super Heroes","common","Hydraulic Helper","1U","Artifact Creature — Robot","Defender
{T}: Add {U}. This mana can't be spent to cast a nonartifact spell.","normal","2","3","U","legal","partial_now","ron_after_omission","Engine","restricted_mana_ability_any","","Artifact-spell spending is expressible, but the mana must also remain available to activate any ability.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"86","MSH-common","6","07aadd0237b2b530a5c197cef93490c79d3ae5227d3032138d3cf79ec05b4f9a","c4bc077c-f220-47a5-aaf4-5324ca23d0c5","c4bc077c-f220-47a5-aaf4-5324ca23d0c5","126","MSH","Marvel Super Heroes","common","Crimson Operative","3R","Artifact Creature — Human Villain","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.","normal","3","2","R","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"87","MSH-common","7","0922b96f3bc279730f294200a67123b8276a0425fc48a2e69c3ec7ab0539b1b1","da529bb3-725b-41aa-ac34-b4117ff5d95b","da529bb3-725b-41aa-ac34-b4117ff5d95b","56","MSH","Marvel Super Heroes","common","Giant-Sized Flying Ant","3U","Creature — Insect","Flash
Flying
When this creature enters, choose one —
• Tap target nonland permanent.
• Untap target nonland permanent.","normal","3","2","U","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"88","MSH-common","8","0f2d813dee51a6d869c6bb7e0944c4eed0db21dc9928fbbdbe97454dca8b54eb","bb753ac8-67e1-44b0-b404-37f04c2b7438","bb753ac8-67e1-44b0-b404-37f04c2b7438","7","MSH","Marvel Super Heroes","common","Borough Backup","4W","Sorcery","Create two 3/2 white Hero creature tokens with vigilance.
Basic landcycling {2} ({2}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)","normal","","","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"89","MSH-common","9","1180992051d4c7c980f556b4fd06cd32e70a1a3fd099cecd870df8b55d4aaf98","ba5e441d-d036-4080-9571-6cf76df7b452","ba5e441d-d036-4080-9571-6cf76df7b452","141","MSH","Marvel Super Heroes","common","Kree Sentinel","4R","Artifact Creature — Kree Robot Villain","Reach
Basic landcycling {2} ({2}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)","normal","5","5","R","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"90","MSH-common","10","128ea78111b00f300f67b72d430f65cfb64f59311daf163b016d211b037a9369","ab96b656-100e-491a-a8c9-94dbb9482c4d","ab96b656-100e-491a-a8c9-94dbb9482c4d","44","MSH","Marvel Super Heroes","common","A.I.M. Scientists","3U","Creature — Human Scientist Villain","When this creature enters, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)
Basic landcycling {2} ({2}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)","normal","3","3","U","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"91","MSH-common","11","12ab0bab64c092c42e1eaad8fc4a27dec677302815fff99fb64aa5f1f449b387","e3b23fff-7d3b-4341-b556-82136f8c113b","e3b23fff-7d3b-4341-b556-82136f8c113b","137","MSH","Marvel Super Heroes","common","HYDRA Assault Robot","1R","Artifact Creature — Robot Villain","Whenever another Villain and/or artifact you control enters, this creature deals 1 damage to target opponent.","normal","1","3","R","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"92","MSH-common","12","1a5f7ec2d822be563f49e41a0bd3e9fa37173b58b98e0784f082765075c22984","d7ebfe43-1772-4557-bad5-e170e8270d21","d7ebfe43-1772-4557-bad5-e170e8270d21","348","MSH","Marvel Super Heroes","common","Take Up the Shield","1W","Instant","Put a +1/+1 counter on target creature. It gains lifelink and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","normal","","","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"93","MSH-common","13","1af0300505c5ce2dcaff3fbce8872976cb4c2607a1cdd37b663b6a6fa2e54c32","6b8116d8-2cc6-449b-a8b4-8a5166553497","6b8116d8-2cc6-449b-a8b4-8a5166553497","108","MSH","Marvel Super Heroes","common","Ninja of the Hand","2B","Creature — Human Ninja Villain","Deathtouch
Power-up — {4}{B}: Each opponent discards a card. Put a +1/+1 counter on this creature. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.)","normal","2","2","B","legal","partial_now","ron_after_omission","Engine","power_up","","The activation effect and per-object cap are available; entered-this-turn mana-value cost reduction is absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"94","MSH-common","14","1bf0b8aef11920d278ecd5f8b9f72fd944d64a3f3c390b69eb37f5a9dab0a273","de1ed886-c33b-4cfd-8442-944cec654a8b","de1ed886-c33b-4cfd-8442-944cec654a8b","162","MSH","Marvel Super Heroes","common","Call Damage Control","1G","Sorcery","Choose up to two. Return those cards from your graveyard to your hand.
• Target artifact card.
• Target creature card.
• Target enchantment card.
• Target land card.","normal","","","G","legal","partial_now","ron_after_omission","Engine","optional_modal_zero","","Returning one or two distinct card-type choices is composable; the modal schema cannot publish the rules-legal zero-mode choice.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"95","MSH-common","15","1c5dd0a24da57f7a3a0f00f0ec18e2a461bd536fe5d26c98643d6afaeb1b16a6","1de583ce-e805-45f1-907f-198bc82fd3b5","1de583ce-e805-45f1-907f-198bc82fd3b5","271","MSH","Marvel Super Heroes","common","Pym Technologies","","Land","This land enters tapped.
When this land enters, you gain 1 life.
{T}: Add {G} or {U}.","normal","","","","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"96","MSH-common","16","219d45eb4cef7af158b494f6965e49c8448672bd761f4002359762a096b840ac","5604cee1-a2ea-48ed-88f4-6878bd053fc8","5604cee1-a2ea-48ed-88f4-6878bd053fc8","158","MSH","Marvel Super Heroes","common","Vision of Love","1R","Instant","You may sacrifice an artifact or discard a card. If you do, draw two cards.","normal","","","R","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"97","MSH-common","17","31bc9a745428d70bc1cec1eed54317e5f8502d90b1ca670f7d5247f0ac93fa46","d895d5a1-d382-438b-8551-e142bb5142af","d895d5a1-d382-438b-8551-e142bb5142af","92","MSH","Marvel Super Heroes","common","Cruel Alliance","2B","Sorcery","Teamwork 2 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 2 or more.)
Exile target creature with mana value 3 or less. If this spell was cast using teamwork, instead exile target creature and you gain 3 life.","normal","","","B","legal","partial_now","ron_after_omission","Engine","teamwork","","The base exile spell is composable; the optional aggregate Teamwork payment and upgraded receipt are absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"98","MSH-common","18","39512e74bd5d550ccc88e113c0878f215cc13a75c78f8b1116573bf1f918d935","f9b9f9d6-b50c-4b29-80be-284ba773c70b","f9b9f9d6-b50c-4b29-80be-284ba773c70b","33","MSH","Marvel Super Heroes","common","Raft Security Officer","1W","Creature — Human Soldier","{2}, {T}: Tap target creature. This ability costs {1} less to activate if it targets a creature with power 3 or less.","normal","1","3","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"99","MSH-common","19","3a13ecea18ff064764972624f7064551a7d315c59aa32bff49ee4a630cdfe979","149a0a3b-c470-414c-a7de-d773b8b4cc82","149a0a3b-c470-414c-a7de-d773b8b4cc82","253","MSH","Marvel Super Heroes","common","Ultron Drone","3","Artifact Creature — Robot Villain","Power-up — {6}: Put two +1/+1 counters on this creature and create a 2/2 colorless Robot Villain artifact creature token. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.)","normal","2","3","","legal","partial_now","ron_after_omission","Engine","power_up","","The activation effect and per-object cap are available; entered-this-turn mana-value cost reduction is absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"100","MSH-common","20","3bb051f6f376fdfdc7834f81d878f1f1f1aa36ce3fee024896daa1ba6290585a","485be72b-d784-4886-bb3a-48cff8f781c6","485be72b-d784-4886-bb3a-48cff8f781c6","132","MSH","Marvel Super Heroes","common","Hawkeye's Bow","R","Artifact — Equipment","Equipped creature gets +1/+0 and has reach.
Whenever equipped creature becomes tapped, it deals 1 damage to each opponent.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)","normal","","","R","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"101","MSH-uncommon","1","0271f8fbfb540eb30a42e54d8a39a8c10a8694bd9cb1187d450404f82d90b09b","d610d9fe-f8ae-473f-9325-e2f28f7e8a69","d610d9fe-f8ae-473f-9325-e2f28f7e8a69","171","MSH","Marvel Super Heroes","uncommon","Hercules, Prince of Power","2G","Legendary Creature — Demigod Warrior Hero","Power-up — {4}{G}: Put a +1/+1 counter on Hercules. He gains vigilance, indestructible, and haste until end of turn. (Activate each power-up ability only once. Reduce the cost by his mana cost if he entered this turn.)","normal","3","3","G","legal","partial_now","ron_after_omission","Engine","power_up","","The activation effect and per-object cap are available; entered-this-turn mana-value cost reduction is absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"102","MSH-uncommon","2","0499b2e3526dfa48e5b373f4a8823bd7e08bba87737c64ba1daeb57fd204554d","310e30cd-b8c3-40ea-9d61-57c5c5fc2a0b","310e30cd-b8c3-40ea-9d61-57c5c5fc2a0b","128","MSH","Marvel Super Heroes","uncommon","Evil's Thrall","2R","Sorcery","Gain control of target creature until end of turn. If you control a Villain with greater mana value than that creature, gain control of that creature until the end of your next turn instead. Untap that creature. It gains haste until end of turn.","normal","","","R","legal","partial_now","ron_after_omission","Engine","control_until_next_turn","","The ordinary until-end-of-turn control change is composable; the conditional extension through the next turn is not.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"103","MSH-uncommon","3","08a1638954b2afe47a4f7c48383f72cf154f4fc493e60221a7eae13fedfed09b","9e327c67-1cf1-4d82-903c-b41c8e7cf747","9e327c67-1cf1-4d82-903c-b41c8e7cf747","2","MSH","Marvel Super Heroes","uncommon","Agent Maria Hill","W","Legendary Creature — Human Spy Hero","Whenever Agent Maria Hill becomes tapped to pay a teamwork cost, put a +1/+1 counter on her and draw a card.","normal","2","1","W","legal","blocked","shared_capability_required","Engine","teamwork","","The card specifically observes being tapped to pay Teamwork, an event that does not yet exist.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"104","MSH-uncommon","4","0b2ef9781ba46ba6b4a094307b1164ccf2d9dd551c9091296433d4dd8d4acaa5","2c89acf5-20f0-4441-b96f-2c5cacd685fb","2c89acf5-20f0-4441-b96f-2c5cacd685fb","27","MSH","Marvel Super Heroes","uncommon","Okoye, Dora Milaje Leader","3W","Legendary Creature — Human Warrior Hero","When Okoye enters, create two 1/1 white Soldier creature tokens.
Attacking creature tokens you control have first strike.","normal","3","2","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"105","MSH-uncommon","5","0c66e0fe484498b4349ba6f92abd0da7c84d24a4e737f6e499677f474e406935","c1589e2e-32a8-48b8-93eb-a9af344e7084","c1589e2e-32a8-48b8-93eb-a9af344e7084","196","MSH","Marvel Super Heroes","uncommon","White Tiger, Ava Ayala","1G","Legendary Creature — Human Hero","Power-up — {5}{G}: Put a +1/+1 counter on White Tiger and create The Tiger God, a legendary 4/4 green Cat God creature token with ""The Tiger God can't be blocked by more than one creature."" (Activate each power-up ability only once. Reduce the cost by her mana cost if she entered this turn.)","normal","2","2","G","legal","partial_now","ron_after_omission","Engine","power_up","","The activation effect and per-object cap are available; entered-this-turn mana-value cost reduction is absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"106","MSH-uncommon","6","0cfd7ce710b7d3b3aa22b6494db0d8175d9280d1ff004c8c97da31e137be36e3","1a1b2bd0-e17d-4b34-a8ee-7c913a6bc945","1a1b2bd0-e17d-4b34-a8ee-7c913a6bc945","107","MSH","Marvel Super Heroes","uncommon","Moonstone, Harsh Mistress","3B","Legendary Creature — Human Doctor Villain","Flying
Whenever you discard a card, you may exile that card from your graveyard. If you do, until the end of your next turn, you may play that card.","normal","2","4","B","legal","blocked","shared_capability_required","Engine","discard_event_card_permission","","The trigger must retain the exact discarded card generation and grant a timed play permission.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"107","MSH-uncommon","7","0d1409cf342175f97ad64dca696579843fa6ddeeb2233e5449b1594463938e53","1467d7c9-00d8-43f1-b4e7-a279d2b10503","1467d7c9-00d8-43f1-b4e7-a279d2b10503","30","MSH","Marvel Super Heroes","uncommon","Patriot, Shield Wielder","1W","Legendary Creature — Human Hero","{2}, {T}: Another target creature you control gets +2/+0 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)","normal","2","2","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
