"sample_id","stratum","stratum_rank","selection_hash","oracle_id","scryfall_id","name","mana_cost","type_line","oracle_text","keywords","layout","power","toughness","faces_json","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","code_evidence","scryfall_uri","rulings_uri"
"167","LCI-uncommon","17","41d5f6935383be777110edb1f70f772a383c359142414d8f64d7f4b5221d73e8","f976a244-1240-4430-9182-bb8d6d932ea0","7112c366-b36a-4bc8-aa64-6bad16bebc39","Itzquinth, Firstborn of Gishath","{R}{G}","Legendary Creature — Dinosaur","Haste
When Itzquinth enters, you may pay {2}. When you do, target Dinosaur you control deals damage equal to its power to another target creature.","Haste","normal","2","3","[]","full_now","composable_ron","Data","","","Haste plus paid ETB reflexive two-target Dinosaur bite.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/230/itzquinth-firstborn-of-gishath?utm_source=api","https://api.scryfall.com/cards/7112c366-b36a-4bc8-aa64-6bad16bebc39/rulings"
"168","LCI-uncommon","18","43b3193ccb91657c980a0029f50bc1f0d5c99d64f2d6083a504114ddd060988e","68c56db4-c97a-4c1b-a6f6-096392488e21","bdd8eed6-91da-4454-a5e3-7bbfac614f47","Chupacabra Echo","{2}{B}{B}","Creature — Beast Horror Spirit","Fathomless descent — When this creature enters, target creature an opponent controls gets -X/-X until end of turn, where X is the number of permanent cards in your graveyard.","Fathomless descent","normal","3","2","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","quantity","","Negative pump requires filtered permanent-card graveyard count Amount.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/history.rs","https://scryfall.com/card/lci/97/chupacabra-echo?utm_source=api","https://api.scryfall.com/cards/bdd8eed6-91da-4454-a5e3-7bbfac614f47/rulings"
"169","LCI-uncommon","19","4e6cf75d643abf8d7987d144016ed0dc369e7f3141bd3637f46f1ba46b198368","7534d0b3-4211-4add-8e8d-370c033518d3","415904fe-b77f-4c1a-850f-688484d629e6","Goldfury Strider","{4}{R}","Artifact Creature — Golem","Trample
Tap two untapped artifacts and/or creatures you control: Target creature gets +2/+0 until end of turn. Activate only as a sorcery.","Trample","normal","3","5","[]","full_now","composable_ron","Data","","","Trample and two-object tap payment for fixed targeted pump.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/152/goldfury-strider?utm_source=api","https://api.scryfall.com/cards/415904fe-b77f-4c1a-850f-688484d629e6/rulings"
"170","LCI-uncommon","20","50783e0b658f3ceb864f521d5ed41835500da075a7d23d4cd406fe261f79f874","454cbc6a-b7f0-445e-842c-5db267917a18","cdcbba6f-aa54-44be-a3b0-f712fa8bd5ad","Earthshaker Dreadmaw","{4}{G}{G}","Creature — Dinosaur","Trample
When this creature enters, draw a card for each other Dinosaur you control.","Trample","normal","6","6","[]","full_now","composable_ron","Data","","","Trample and Count BattlefieldCreatures excluding source with Dinosaur subtype.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/183/earthshaker-dreadmaw?utm_source=api","https://api.scryfall.com/cards/cdcbba6f-aa54-44be-a3b0-f712fa8bd5ad/rulings"
"171","LCI-uncommon","21","519b5f82ac3b8156c1b7255c83e9cd3b9417ecbf89a3ebb85954f7eb7c09be33","6bda307b-1508-4582-952b-c690db85e045","545503f8-a8c6-4518-9ad6-76e4996397fc","Hermitic Nautilus","{1}{U}","Artifact Creature — Nautilus","Vigilance
{1}{U}: This creature gets +3/-3 until end of turn.","Vigilance","normal","1","4","[]","full_now","composable_ron","Data","","","Vigilance and fixed signed source pump activation.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/58/hermitic-nautilus?utm_source=api","https://api.scryfall.com/cards/545503f8-a8c6-4518-9ad6-76e4996397fc/rulings"
"172","LCI-uncommon","22","5662f370dab91f23acc8f223b68f26ef184ddd532342cf5a182a5d101ccd46db","d2824464-963b-48db-a482-cc08a0a97332","afa464fe-978f-43de-ac35-79be4b12f0d9","Tendril of the Mycotyrant","{1}{G}","Creature — Fungus Wizard","{5}{G}{G}: Put seven +1/+1 counters on target noncreature land you control. It becomes a 0/0 Fungus creature with haste. It's still a land.","","normal","2","2","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","animation","target_predicate","Noncreature-land target and indefinite base-P/T animation missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/legal_actions.rs;tricerules/tricerules-core/src/engine/targeting.rs","https://scryfall.com/card/lci/215/tendril-of-the-mycotyrant?utm_source=api","https://api.scryfall.com/cards/afa464fe-978f-43de-ac35-79be4b12f0d9/rulings"
"173","LCI-uncommon","23","567b77f15c3ec3733cff293dc89f6011404c82eda88abb98065c01a32b835119","776341cb-d2ec-423f-9250-92dc8bd8d503","05bdd22c-3e11-4c29-bdfa-d3dfc0e90a9f","Bitter Triumph","{1}{B}","Instant","As an additional cost to cast this spell, discard a card or pay 3 life.
Destroy target creature or planeswalker.","","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","cost_choice","","Alternative mandatory discard-or-life casting cost absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/91/bitter-triumph?utm_source=api","https://api.scryfall.com/cards/05bdd22c-3e11-4c29-bdfa-d3dfc0e90a9f/rulings"
"174","LCI-uncommon","24","5794cd13e3e36a653ecdf95aa530b3919eb733e09a109a47fa166a5a99619a36","90e1bcef-53af-4c08-b713-bf10dfcbd577","8aece300-656b-4e0d-a45f-aa7feaff0a4e","Clay-Fired Bricks // Cosmium Kiln","{1}{W} // ","Artifact // Artifact","Clay-Fired Bricks: When this artifact enters, search your library for a basic Plains card, reveal it, put it into your hand, then shuffle. You gain 2 life.
Craft with artifact {5}{W}{W} ({5}{W}{W}, Exile this artifact, Exile another artifact you control or an artifact card from your graveyard: Return this card transformed under its owner's control. Craft only as a sorcery.)
---
Cosmium Kiln: When this artifact enters, create two 1/1 colorless Gnome artifact creature tokens.
Creatures you control get +1/+1.","Craft; Transform","transform","","","[{""name"":""Clay-Fired Bricks"",""mana_cost"":""{1}{W}"",""type_line"":""Artifact"",""oracle_text"":""When this artifact enters, search your library for a basic Plains card, reveal it, put it into your hand, then shuffle. You gain 2 life.\nCraft with artifact {5}{W}{W} ({5}{W}{W}, Exile this artifact, Exile another artifact you control or an artifact card from your graveyard: Return this card transformed under its owner's control. Craft only as a sorcery.)"",""power"":null,""toughness"":null,""colors"":[""W""],""color_indicator"":null,""loyalty"":null,""defense"":null},{""name"":""Cosmium Kiln"",""mana_cost"":"""",""type_line"":""Artifact"",""oracle_text"":""When this artifact enters, create two 1/1 colorless Gnome artifact creature tokens.\nCreatures you control get +1/+1."",""power"":null,""toughness"":null,""colors"":[""W""],""color_indicator"":[""W""],""loyalty"":null,""defense"":null}]","partial_now","capability_gap","SharedPrimitiveOrMechanic","craft","","Front Plains search/life and back token/anthem data work; Craft missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/6/clay-fired-bricks-cosmium-kiln?utm_source=api","https://api.scryfall.com/cards/8aece300-656b-4e0d-a45f-aa7feaff0a4e/rulings"
"175","LCI-uncommon","25","57af990eeaf67846ca34c367101ebc52a351306a0843b7821e6493f9d15f6925","71393988-ad6f-43fd-9978-c0de15ae8e87","de8c1c02-e533-46b2-a3eb-91dff561854b","Forgotten Monument","","Land — Cave","{T}: Add {C}.
Other Caves you control have ""{T}, Pay 1 life: Add one mana of any color.""","","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","activated_grant","cost_choice","Colorless mana works; other-Cave ability grant and life activation cost missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/272/forgotten-monument?utm_source=api","https://api.scryfall.com/cards/de8c1c02-e533-46b2-a3eb-91dff561854b/rulings"
"176","LCI-uncommon","26","5c3db016e52b943a40519eaf74e8ccaf3ddb4c7a6eecaf600049c21f17947ec9","e75b187d-0e3b-4d94-a940-8b7e4e7ed1ca","7c219861-f808-456f-b551-37512764062d","Mischievous Pup","{2}{W}","Creature — Dog","Flash (You may cast this spell any time you could cast an instant.)
When this creature enters, return up to one other target permanent you control to its owner's hand.","Flash","normal","3","1","[]","full_now","composable_ron","Data","","","Flash and optional other-permanent bounce ETB.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/25/mischievous-pup?utm_source=api","https://api.scryfall.com/cards/7c219861-f808-456f-b551-37512764062d/rulings"
"177","LCI-uncommon","27","5f753acec35790105773624116f0c20b42e3e9c88d4bd699fbc67c722dfd46eb","7f87a770-af47-4345-8dc1-0a1e8bae75c5","8ea82964-fd9c-48e3-962f-94954476b31f","Caparocti Sunborn","{2}{R}{W}","Legendary Creature — Human Soldier","Whenever Caparocti Sunborn attacks, you may tap two untapped artifacts and/or creatures you control. If you do, discover 3. (Exile cards from the top of your library until you exile a nonland card with mana value 3 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)","Discover","normal","4","4","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","discover","","Attack tap payment exists; Discover result absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/226/caparocti-sunborn?utm_source=api","https://api.scryfall.com/cards/8ea82964-fd9c-48e3-962f-94954476b31f/rulings"
"178","LCI-uncommon","28","60797be2e9e8b0b7c51103f108f53e9a240c0df687ddfa62365d215597a4a147","c69742bf-f0f5-4216-a602-c21f9c5a6501","e0b6d40a-fded-4625-b03c-765c88d75766","Sunbird Standard // Sunbird Effigy","{3} // ","Artifact // Artifact Creature — Bird Construct","Sunbird Standard: {T}: Add one mana of any color.
Craft with one or more {5} ({5}, Exile this artifact, Exile one or more other permanents you control and/or cards from your graveyard: Return this card transformed under its owner's control. Craft only as a sorcery.)
---
Sunbird Effigy: Flying, vigilance, haste
Sunbird Effigy's power and toughness are each equal to the number of colors among the exiled cards used to craft it.
{T}: For each color among the exiled cards used to craft this creature, add one mana of that color.","Flying; Craft; Vigilance; Transform; Haste","transform","","","[{""name"":""Sunbird Standard"",""mana_cost"":""{3}"",""type_line"":""Artifact"",""oracle_text"":""{T}: Add one mana of any color.\nCraft with one or more {5} ({5}, Exile this artifact, Exile one or more other permanents you control and/or cards from your graveyard: Return this card transformed under its owner's control. Craft only as a sorcery.)"",""power"":null,""toughness"":null,""colors"":[],""color_indicator"":null,""loyalty"":null,""defense"":null},{""name"":""Sunbird Effigy"",""mana_cost"":"""",""type_line"":""Artifact Creature — Bird Construct"",""oracle_text"":""Flying, vigilance, haste\nSunbird Effigy's power and toughness are each equal to the number of colors among the exiled cards used to craft it.\n{T}: For each color among the exiled cards used to craft this creature, add one mana of that color."",""power"":""*"",""toughness"":""*"",""colors"":[],""color_indicator"":null,""loyalty"":null,""defense"":null}]","partial_now","capability_gap","SharedPrimitiveOrMechanic","craft","linked_exile;dynamic_characteristics","Front any-color mana works; Craft, linked color characteristics and output missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/262/sunbird-standard-sunbird-effigy?utm_source=api","https://api.scryfall.com/cards/e0b6d40a-fded-4625-b03c-765c88d75766/rulings"
"179","LCI-uncommon","29","629a70e0ca1b1d1bc7b0c7cf62e80cc738d04d880322d4dd475591fdb377c3dd","535f9bc6-9a07-4850-91eb-c00d06633e7e","d2c70d86-1764-487d-a415-15ae79ba570c","Coati Scavenger","{2}{G}","Creature — Raccoon","Descend 4 — When this creature enters, if there are four or more permanent cards in your graveyard, return target permanent card from your graveyard to your hand.","Descend","normal","3","2","[]","full_now","composable_ron","Data","","","Permanent-card graveyard-count condition and permanent-card return union.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/179/coati-scavenger?utm_source=api","https://api.scryfall.com/cards/d2c70d86-1764-487d-a415-15ae79ba570c/rulings"
"180","LCI-uncommon","30","63358fb69f66a0e606522a6c334ca9430da8f8b3fe6b4893388f4ba862dcbb3a","97607bf5-ca7b-4b1b-963e-390faf6e413e","44420f52-2ed8-4f81-93e4-5decc77bed01","Enterprising Scallywag","{1}{R}","Creature — Goblin Pirate","At the beginning of your end step, if you descended this turn, create a Treasure token. (You descended if a permanent card was put into your graveyard from anywhere.)","Treasure","normal","2","2","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","graveyard_history","","Useful end-step Treasure ability needs Descend turn fact.","tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/history.rs;tricerules/tricerules-core/src/engine/mod.rs;tricerules/tricerules-core/src/engine/resolution/mod.rs","https://scryfall.com/card/lci/148/enterprising-scallywag?utm_source=api","https://api.scryfall.com/cards/44420f52-2ed8-4f81-93e4-5decc77bed01/rulings"
"181","MKM-common","1","00e54e99858a40b1d91a6bb453188f553ccfdcfbf149dc55ffba3f9e1e929978","c293f1c0-93de-4a73-aaf6-4e9f01e557ec","085f4595-4ae5-428e-a934-e918774df6fd","Innocent Bystander","{1}{R}","Creature — Goblin Citizen","Whenever this creature is dealt 3 or more damage, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")","Investigate","normal","2","1","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","damage_observer","","Self damage threshold observer missing; Clue token itself works.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/133/innocent-bystander?utm_source=api","https://api.scryfall.com/cards/085f4595-4ae5-428e-a934-e918774df6fd/rulings"
"182","MKM-common","2","0290e399b0c8639ec084f7404f8e9805b02148524f5e273891280197a2717743","1f3b0b15-2c38-4aaa-b527-afbb540a6715","0eda1aff-c1f4-4171-a800-605396cc8168","Toxin Analysis","{B}","Instant","Target creature gains deathtouch and lifelink until end of turn. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")","Investigate","normal","","","[]","full_now","composable_ron","Data","","","Deathtouch/lifelink grant and Clue token.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/107/toxin-analysis?utm_source=api","https://api.scryfall.com/cards/0eda1aff-c1f4-4171-a800-605396cc8168/rulings"
"183","MKM-common","3","04899582d083cc54397492bd82a5ee17e9ffd17a3e7dea56e6c0979492e2d0f3","b759e8a6-8dd0-48ce-8816-e45b35a79895","20267dab-8898-4b44-8ef4-8a239967662c","Faerie Snoop","{1}{U}{B}","Creature — Faerie Detective","Flying
Disguise {1}{U/B}{U/B} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)
When this creature is turned face up, look at the top two cards of your library. Put one into your hand and the other into your graveyard.","Flying; Disguise","normal","1","4","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","disguise","","Flying works; Disguise casting/turn-up trigger missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/203/faerie-snoop?utm_source=api","https://api.scryfall.com/cards/20267dab-8898-4b44-8ef4-8a239967662c/rulings"
"184","MKM-common","4","0ca6de862997080b0bc31216fcb0554af708b17dbbd9b70a73688a47dc4b4d54","91f7672c-3090-48f4-8586-0426341c3159","6e280482-ed7e-4011-899e-096ff7bd4c41","Suspicious Detonation","{4}{R}","Sorcery","This spell costs {3} less to cast if you've sacrificed an artifact this turn.
This spell can't be countered. (This includes by the ward ability.)
Suspicious Detonation deals 4 damage to target creature.","","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","sacrifice_history","counter_rule","Damage works; artifact-sacrifice cost condition and uncounterable designation missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/history.rs;tricerules/tricerules-core/src/engine/mod.rs;tricerules/tricerules-core/src/engine/resolution/mod.rs","https://scryfall.com/card/mkm/145/suspicious-detonation?utm_source=api","https://api.scryfall.com/cards/6e280482-ed7e-4011-899e-096ff7bd4c41/rulings"
"185","MKM-common","5","0cccc7ffe422a8812a688f093cbd36465ae24f93250b1e4a9ad13a3fdb21af15","0056fc91-4398-471c-b561-7ff99750ac8a","93ddde4f-d35e-4128-8f43-d0eadbd715de","Escape Tunnel","","Land","{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
{T}, Sacrifice this land: Target creature with power 2 or less can't be blocked this turn.","","normal","","","[]","full_now","composable_ron","Data","","","Basic-land search or power-bounded unblockable restriction activation.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/261/escape-tunnel?utm_source=api","https://api.scryfall.com/cards/93ddde4f-d35e-4128-8f43-d0eadbd715de/rulings"
"186","MKM-common","6","0e684f51f31dc2d333bfce8bea4dcb9321c3cdb0db51160367ec18eb81ed2e03","1ea71ea2-65ca-4907-b857-dbd1ba8efacd","3c3c3d15-b775-44a2-91ea-4abcc3cf2dba","Cerebral Confiscation","{2}{B}","Sorcery","Choose one —
• Target opponent discards two cards.
• Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.","","normal","","","[]","full_now","composable_ron","Data","","","Modal opponent discard or controller-selected public hand discard.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/81/cerebral-confiscation?utm_source=api","https://api.scryfall.com/cards/3c3c3d15-b775-44a2-91ea-4abcc3cf2dba/rulings"
"187","MKM-common","7","0fac02935c3cf900e852815cf85c6ba09ef53db8f10b2e273222a10f9b10e9bf","47951720-9584-4ca3-a73d-3d259102b2f8","f4a31d4a-34bc-46b4-b20f-a5460191b35d","They Went This Way","{2}{G}","Sorcery","Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")","Investigate","normal","","","[]","full_now","composable_ron","Data","","","Basic-land search to tapped battlefield and Clue token.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/178/they-went-this-way?utm_source=api","https://api.scryfall.com/cards/f4a31d4a-34bc-46b4-b20f-a5460191b35d/rulings"
"188","MKM-common","8","11169f07c9326a623a6957565b1f9c76d0fb9e02d9ac1a3b525d051a114a51fb","3ba223b7-743f-4f99-836e-869778fb2e99","5bc669c8-6f39-4d52-82d3-a4005d41c8a5","Undercover Crocodelf","{4}{G}{U}","Creature — Elf Crocodile Detective","Whenever this creature deals combat damage to a player, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Disguise {3}{G/U}{G/U} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)","Investigate; Disguise","normal","5","5","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","disguise","","Combat-damage Clue trigger works; Disguise missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/239/undercover-crocodelf?utm_source=api","https://api.scryfall.com/cards/5bc669c8-6f39-4d52-82d3-a4005d41c8a5/rulings"
"189","MKM-common","9","1cf13488622568877c332e20c5928ae60a4371945d0b08d6c3ef69f2e36e50c9","141a2757-8f20-4e10-9866-bb5d612ed62d","bbbf8c3a-6c74-42fd-bb8d-61e3f0a77848","Loxodon Eavesdropper","{3}{G}","Creature — Elephant Detective","When this creature enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you draw your second card each turn, this creature gets +1/+1 and gains vigilance until end of turn.","Investigate","normal","3","3","[]","full_now","composable_ron","Data","","","ETB Clue plus draw-second trigger with pump/vigilance.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/168/loxodon-eavesdropper?utm_source=api","https://api.scryfall.com/cards/bbbf8c3a-6c74-42fd-bb8d-61e3f0a77848/rulings"
"190","MKM-common","10","2010e2f377edff4ae8d76f30c069bbbff848ae448eaddafa354c06e46c9527a0","a54fb3de-0581-461e-be33-dc4f4d16a33e","6d2565e1-dd7b-462b-8270-a17913277793","Thinking Cap","{1}","Artifact — Equipment","Equipped creature gets +1/+2.
Equip Detective {1}
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)","Equip","normal","","","[]","full_now","composable_ron","Data","","","Attached pump with ordinary and Detective-specific Equip target filters.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/257/thinking-cap?utm_source=api","https://api.scryfall.com/cards/6d2565e1-dd7b-462b-8270-a17913277793/rulings"
"191","MKM-common","11","21643d1428de5da0ec7119d852a17d5c43b87520c792d01099110e565765fc9f","efddf972-94c4-49d1-a844-b4aba70c93aa","03d0365e-6dee-4236-a997-6761e3cde90d","Topiary Panther","{4}{G}{G}","Creature — Plant Cat","Trample
Basic landcycling {1}{G} ({1}{G}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)","Landcycling; Trample; Basic landcycling; Typecycling; Cycling","normal","6","5","[]","full_now","composable_ron","Data","","","Trample and hand discard/basic-landcycling search.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/179/topiary-panther?utm_source=api","https://api.scryfall.com/cards/03d0365e-6dee-4236-a997-6761e3cde90d/rulings"
"192","MKM-common","12","22bb72d723c22ea5342de6fa03249aabc1d349322619e3ab276ffd00dcbe85ca","020503f5-0915-4cd5-a617-1c7bde045e10","270570a3-8637-4e4e-92d9-e985474cd5d2","Reasonable Doubt","{1}{U}","Instant","Counter target spell unless its controller pays {2}.
Suspect up to one target creature. (A suspected creature has menace and can't block.)","Suspect","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","suspect","","Soft counter works; persistent Suspect designation missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/69/reasonable-doubt?utm_source=api","https://api.scryfall.com/cards/270570a3-8637-4e4e-92d9-e985474cd5d2/rulings"
"193","MKM-common","13","246f57e24899409437f6fe16e2be120f8afbf86da1d37030410710b0179d50eb","57eba48e-87bd-4b54-8635-7348020f2ba4","edf238c9-61de-4f3a-b82f-05af46e5e81b","Alley Assailant","{2}{B}","Creature — Vampire Rogue","This creature enters tapped.
Disguise {4}{B}{B} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)
When this creature is turned face up, target opponent loses 3 life and you gain 3 life.","Disguise","normal","3","3","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","disguise","","Tapped vanilla body alone is not useful partial behavior; Disguise/turn-up drain missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/76/alley-assailant?utm_source=api","https://api.scryfall.com/cards/edf238c9-61de-4f3a-b82f-05af46e5e81b/rulings"
"194","MKM-common","14","24c790ac3911416494fa7f2d64c85983bb511db0419e2d7765d7ab857d4259b9","1f4d3a96-bc30-4362-9c1f-40bf79f78e78","023b0142-663a-47e7-a9f1-0b565a172b60","Rot Farm Mortipede","{3}{B}","Creature — Insect","Whenever one or more creature cards leave your graveyard, this creature gets +1/+0 and gains menace and lifelink until end of turn.","","normal","3","4","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","zone_observer","","One-or-more creature-card graveyard-exit observer missing.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/mod.rs;tricerules/tricerules-core/src/engine/triggers.rs","https://scryfall.com/card/mkm/102/rot-farm-mortipede?utm_source=api","https://api.scryfall.com/cards/023b0142-663a-47e7-a9f1-0b565a172b60/rulings"
