"sample_id","stratum","stratum_rank","selection_hash","oracle_id","name","mana_cost","type_line","oracle_text","keywords","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","scryfall_uri"
"114","DSK","54","a1f50f18b236287528c94531ae220c1679a1fc10ef41cb93a764f09222a4e764","acf22340-7ff9-443f-a846-c44bb5a3f4e7","Creeping Peeper","{1}{U}","Creature — Eye","{T}: Add {U}. Spend this mana only to cast an enchantment spell, unlock a door, or turn a permanent face up.","","partial_now","","system","special_action_mana_restriction","","Restricted mana can allow enchantment spells, but it cannot authorize unlock or turn-face-up special actions.","https://scryfall.com/card/dsk/46/creeping-peeper?utm_source=api"
"115","DSK","55","a380bf6958141b06b595a6eabfb7feb0547b07326748bb04e988446f8d18ba3b","fed2127c-7174-4863-ad6a-1847c96bbd3f","Emerge from the Cocoon","{4}{W}","Sorcery","Return target creature card from your graveyard to the battlefield. You gain 3 life.","","full_now","value_spells","data","","","All functional Oracle clauses compose from the current value spells vocabulary.","https://scryfall.com/card/dsk/5/emerge-from-the-cocoon?utm_source=api"
"116","DSK","56","a470b30c67e98fb10b69ab37e4a379d648c5d92d0d540ab0e662859889bd4952","2bf4811f-3462-4542-acb0-101e772bfec9","Give In to Violence","{1}{B}","Instant","Target creature gets +2/+2 and gains lifelink until end of turn.","","full_now","combat_tricks","data","","","All functional Oracle clauses compose from the current combat tricks vocabulary.","https://scryfall.com/card/dsk/101/give-in-to-violence?utm_source=api"
"117","DSK","57","a495ffa4a139de5ac1f87d741c4751134f55d2b1eefed4511bcfabefe59ef258","df5a66d1-61f6-44d9-b464-3ee739e78dce","Manifest Dread","{1}{G}","Sorcery","Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)","Manifest; Manifest dread","blocked","","system","manifest_dread","","Manifest dread needs private library choice and face-down permanent infrastructure.","https://scryfall.com/card/dsk/189/manifest-dread?utm_source=api"
"118","DSK","58","aa2c66502992a51986bc1b7fbe300493b3e6860326602475448672789386fcd3","a511772c-3739-469d-a5a2-5827b7ce9b5c","Balemurk Leech","{1}{B}","Creature — Leech","Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, each opponent loses 1 life.","Eerie","partial_now","","system","room_unlock_trigger","","The enchantment-entry half of eerie works, but a fully unlocked Room event is not published.","https://scryfall.com/card/dsk/84/balemurk-leech?utm_source=api"
"119","DSK","59","abba385a38421c75f89bcca5b4d9e8e03b128895112317f8422291a8cefe8290","67554654-e751-4679-9e92-f3588525ae4f","Enter the Enigma","{U}","Sorcery","Target creature can't be blocked this turn.
Draw a card.","","full_now","combat_restrictions","data","","","All functional Oracle clauses compose from the current combat restrictions vocabulary.","https://scryfall.com/card/dsk/52/enter-the-enigma?utm_source=api"
"120","DSK","60","ae00dbaad002178be1bd0d5d3f17b9140e886a8fe233d1f128f21ebe0fa7f7d4","e6a93240-8578-479e-b5e7-73f51b141cc8","Friendly Ghost","{3}{W}","Creature — Spirit","Flying
When this creature enters, target creature gets +2/+4 until end of turn.","Flying","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/dsk/12/friendly-ghost?utm_source=api"
"121","TDM","1","0131dc3efa43f717ac67cf9c9979a957ebb5de806a2d33ab344625292c5e0014","1fc31651-70fe-4a58-9b7e-7359510bba51","Riling Dawnbreaker // Signaling Roar","{4}{W} // {1}{W}","Creature — Dragon // Sorcery — Omen","Riling Dawnbreaker: Flying, vigilance
At the beginning of combat on your turn, another target creature you control gets +1/+0 until end of turn.
---
Signaling Roar: Create a 2/2 white Soldier creature token. (Then shuffle this card into its owner's library.)","Flying; Vigilance","blocked","","system","omen","combat_phase_trigger","Omen needs an inset spell face that shuffles on resolution; the creature also needs a beginning-of-combat trigger.","https://scryfall.com/card/tdm/21/riling-dawnbreaker-signaling-roar?utm_source=api"
"122","TDM","2","0205eb7530bb0a09f10bfd3cc73ecc46ce6bc8cc75c9e00c6d4748742af31b04","7cee6d43-5dec-4989-85ec-c635ec783ec7","Sagu Wildling // Roost Seek","{4}{G} // {G}","Creature — Dragon // Sorcery — Omen","Sagu Wildling: Flying
When this creature enters, you gain 3 life.
---
Roost Seek: Search your library for a basic land card, reveal it, put it into your hand, then shuffle. (Also shuffle this card.)","Flying","partial_now","","system","omen","","The Dragon face is fully representable and the Omen search works, but the Omen card cannot shuffle itself on resolution.","https://scryfall.com/card/tdm/157/sagu-wildling-roost-seek?utm_source=api"
"123","TDM","3","02c92ad0fb5e18eccb3e9a4fac2460852887f3563bbe29e4b106bdc07ad98c96","4ad9c550-5605-4ffe-8e27-e9f2d9ada000","Stormplain Detainment","{2}{W}","Enchantment","When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.","","blocked","","system","linked_exile","","Exiling a permanent until the source leaves requires a generation-aware linked return relation.","https://scryfall.com/card/tdm/28/stormplain-detainment?utm_source=api"
"124","TDM","4","03d173471ee1922473aed86340c451d617055072d3582ab1bb5c071134e53549","c5da5c31-0cf1-4393-8701-eda7880ecebc","Unending Whisper","{U}","Sorcery","Draw a card.
Harmonize {5}{U} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)","Harmonize","partial_now","","system","harmonize","","The normal draw spell works, but harmonize needs graveyard casting, an alternative cost, creature-tap reduction, and exile-on-leave-stack.","https://scryfall.com/card/tdm/62/unending-whisper?utm_source=api"
"125","TDM","5","05e46db8d87e427b1d290ab946798b35f39fffe581f829754028dcb9c695ebc6","1e6a24be-8281-41c1-a5ba-b68f0ef1d7b8","Snakeskin Veil","{G}","Instant","Put a +1/+1 counter on target creature you control. It gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)","","full_now","temporary_abilities","data","","","All functional Oracle clauses compose from the current temporary abilities vocabulary.","https://scryfall.com/card/tdm/159/snakeskin-veil?utm_source=api"
"126","TDM","6","073aa9be3b5c01b8c94935c7f7a306d99c5aa323162309ccbeee4a4df1b4fc95","fb49c7d2-d750-4676-b90e-76e7fae70a25","Adorned Crocodile","{4}{B}","Creature — Crocodile","When this creature dies, create a 2/2 black Zombie Druid creature token.
Renew — {B}, Exile this card from your graveyard: Put a +1/+1 counter on target creature. Activate only as a sorcery.","Renew","partial_now","","system","graveyard_activated_ability","","The dies token trigger works, but renew requires activation from the graveyard and exiling the source card as a cost.","https://scryfall.com/card/tdm/69/adorned-crocodile?utm_source=api"
"127","TDM","7","0813d86f44e8949f0e2de428fcab681fb5b162431c0fad3154b6f868ae303c7d","b30eafed-2755-4423-9592-c8b83c68804b","Watcher of the Wayside","{3}","Artifact Creature — Golem","When this creature enters, target player mills two cards. You gain 2 life. (To mill two cards, a player puts the top two cards of their library into their graveyard.)","Mill","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/tdm/249/watcher-of-the-wayside?utm_source=api"
"128","TDM","8","0a24ca0e5af9dfde08446ae9c6ffd548c53e9b2e1df6e89bb1a20d1a91047df9","00f1d167-c143-471d-bd52-da2a65d087c4","Sagu Pummeler","{3}{G}","Creature — Beast","Reach
Renew — {4}{G}, Exile this card from your graveyard: Put two +1/+1 counters and a reach counter on target creature. Activate only as a sorcery.","Reach; Renew","blocked","","system","graveyard_activated_ability","","Renew requires activation from the graveyard and exiling the source card as a cost.","https://scryfall.com/card/tdm/156/sagu-pummeler?utm_source=api"
"129","TDM","9","0f7a095f7c4815a78059ddc188ef56aa14f58fc48601785d41aa67d2663c368f","f6de5bd7-7704-4a0c-a27a-9e565e49f5e9","Dragonstorm Globe","{3}","Artifact","Each Dragon you control enters with an additional +1/+1 counter on it.
{T}: Add one mana of any color.","","partial_now","","system","global_entry_counter_replacement","","The mana ability works, but a battlefield source cannot add entry counters to Dragons entering under its controller.","https://scryfall.com/card/tdm/241/dragonstorm-globe?utm_source=api"
"130","TDM","10","10aaa762796c87507899a8893f35d6e4fb107ac84fd36feceb45a529e8033c56","1722f814-2d4e-4d59-9b74-10ef8e89def9","Feral Deathgorger // Dusk Sight","{5}{B} // {1}{B}","Creature — Dragon // Sorcery — Omen","Feral Deathgorger: Flying, deathtouch
When this creature enters, exile up to two target cards from a single graveyard.
---
Dusk Sight: Put a +1/+1 counter on up to one target creature. Draw a card. (Then shuffle this card into its owner's library.)","Deathtouch; Flying","blocked","","system","omen","graveyard_card_exile","Omen lifecycle is absent, and the Dragon ETB cannot exile grouped cards from a single graveyard.","https://scryfall.com/card/tdm/80/feral-deathgorger-dusk-sight?utm_source=api"
"131","TDM","11","123ef09fcf19fc4bc358e6f27594c5e3020432c228c6250ffc5ee371037cbf07","b8c5e481-371c-4999-bb2c-347a2aa33171","Reigning Victor","{2/R}{2/W}{2/B}","Creature — Orc Warrior","Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)
When this creature enters, target creature gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","Mobilize","partial_now","","system","mobilize","","The ETB combat trick works, but mobilize needs tapped-and-attacking token creation, attack-recipient choice, and delayed sacrifice.","https://scryfall.com/card/tdm/216/reigning-victor?utm_source=api"
"132","TDM","12","12f74c91180959a8b53b772673d96979c1c6d05ff63e5ad08303a6dde4cf4f76","a123aab8-3f3a-4187-abcb-21a99dcf13bb","Riverwalk Technique","{3}{U}","Instant","Choose one —
• The owner of target nonland permanent puts it on their choice of the top or bottom of their library.
• Counter target noncreature spell.","","partial_now","","system","owner_library_placement_choice","","The noncreature counterspell mode works, but the other mode needs the permanent owner to choose top or bottom.","https://scryfall.com/card/tdm/54/riverwalk-technique?utm_source=api"
"133","TDM","13","1558c68004d8bb1ed6ff1566ecf25fbc1fb6b20fdb4adf018ffa5f38525a9d27","6ff39311-565e-4414-b32b-eb24c70b3090","Coordinated Maneuver","{1}{W}","Instant","Choose one —
• Coordinated Maneuver deals damage equal to the number of creatures you control to target creature or planeswalker.
• Destroy target enchantment.","","partial_now","","system","planeswalker_targets","","The enchantment-destruction mode and creature-count damage to creatures work, but planeswalkers are absent.","https://scryfall.com/card/tdm/6/coordinated-maneuver?utm_source=api"
"134","TDM","14","17ef2f6505388d9dfff17cd43240b561964963c44022935d6e6d6afdbeda6fc4","511fa8a3-0a65-47fc-9f3b-57eaef2698cd","Undergrowth Leopard","{1}{G}","Creature — Cat","Vigilance
{1}, Sacrifice this creature: Destroy target artifact or enchantment.","Vigilance","full_now","activated_creatures","data","","","All functional Oracle clauses compose from the current activated creatures vocabulary.","https://scryfall.com/card/tdm/165/undergrowth-leopard?utm_source=api"
"135","TDM","15","1d22cd272d7d124faf969382d50f19a7210ead3ab3d9c0e4601faa49e5924adf","50261b9d-48f2-4bad-a35b-14f13b3cdd32","Salt Road Packbeast","{5}{W}","Creature — Beast","Affinity for creatures (This spell costs {1} less to cast for each creature you control.)
When this creature enters, draw a card.","Affinity","partial_now","","system","affinity","","The ETB draw works, but the casting cost cannot scale down with the number of creatures controlled.","https://scryfall.com/card/tdm/23/salt-road-packbeast?utm_source=api"
"136","TDM","16","26340fbc9d5cec5004795430eb039f284229e56b17ef6926c2c034361395a16a","b5208c2c-b839-42f6-8717-ee4bbaf1385b","Embermouth Sentinel","{2}","Artifact Creature — Chimera","When this creature enters, you may search your library for a basic land card, reveal it, then shuffle and put that card on top. If you control a Dragon, put that card onto the battlefield tapped instead.","","partial_now","","custom","conditional_search_destination","","The ordinary search-to-top branch works, but resolution cannot replace the destination with battlefield tapped when a Dragon is controlled.","https://scryfall.com/card/tdm/242/embermouth-sentinel?utm_source=api"
"137","TDM","17","2c59700f55cba9cd912c98c6926a52f8faefb6f21cb5881a206bf0fe45942a12","e75cee5d-ab02-4227-b36e-61c5d2f564a8","Wingspan Stride","{U}","Enchantment — Aura","Enchant creature
Enchanted creature gets +1/+1 and has flying.
{2}{U}: Return this Aura to its owner's hand.","Enchant","partial_now","","primitive","return_source_to_hand","","Aura attachment and its modifier work, but an activated effect cannot return its own source to hand.","https://scryfall.com/card/tdm/66/wingspan-stride?utm_source=api"
"138","TDM","18","2ff7c5fe3faeae13d9d3a939de4dd82b99fbc32f454fedfc936c78acfd045d7b","7423b3b9-56eb-4cf2-8ada-135918219c4b","Tempest Hawk","{2}{W}","Creature — Bird","Flying
Whenever this creature deals combat damage to a player, you may search your library for a card named Tempest Hawk, reveal it, put it into your hand, then shuffle.
A deck can have any number of cards named Tempest Hawk.","Flying","blocked","","primitive","named_library_search","","The combat-damage trigger exists, but library search cannot filter by exact card name.","https://scryfall.com/card/tdm/31/tempest-hawk?utm_source=api"
"139","TDM","19","32896b50c980fa4a636cc8879e1fc44f96ae9bc94e712d2ba1216a007b09d9b6","36d04190-7ce3-431a-b18e-3a1895ec6fc7","Nightblade Brigade","{2}{B}","Creature — Goblin Soldier","Deathtouch
Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)
When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)","Surveil; Mobilize; Deathtouch","blocked","","system","mobilize","surveil","Mobilize and surveil are both absent.","https://scryfall.com/card/tdm/85/nightblade-brigade?utm_source=api"
"140","TDM","20","35f3f47367407486e2798f2da808f1a19eccd4064e3d9c8b4c6bc26e13fac44e","2e68e3f7-b168-4541-b8a0-791a8a6ebde8","Cruel Truths","{3}{B}","Instant","Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)","Surveil","partial_now","","system","surveil","","Draw two and lose two life work, but surveil does not.","https://scryfall.com/card/tdm/76/cruel-truths?utm_source=api"
"141","TDM","21","37faa7570d949bb145051ae08c43057e39342fb16dead73c59cf38f310205062","1175d482-d8a2-467f-bc50-2f4b241966bb","Arashin Sunshield","{3}{W}","Creature — Human Warrior","When this creature enters, exile up to two target cards from a single graveyard.
{W}, {T}: Tap target creature.","","partial_now","","primitive","graveyard_card_exile","","The activated tap ability works, but the ETB cannot exile grouped cards from a single graveyard.","https://scryfall.com/card/tdm/3/arashin-sunshield?utm_source=api"
"142","TDM","22","3c30d421d14c83bb045132e90fdd806153ccf40fc966660b4ae7946438f6d8e3","33117d34-ea70-4566-92a3-5dec9bfe529a","Krotiq Nestguard","{2}{G}","Creature — Insect","Defender
{2}{G}: This creature can attack this turn as though it didn't have defender.","Defender","full_now","activated_creatures","data","","","All functional Oracle clauses compose from the current activated creatures vocabulary.","https://scryfall.com/card/tdm/148/krotiq-nestguard?utm_source=api"
"143","TDM","23","3e7b55592db762bfe47b6134806ca0463b199b3806570a1b6fc49ca4460f145e","ad28a1f9-8893-4693-9464-c32ed760f6b1","Kin-Tree Nurturer","{2}{B}","Creature — Human Druid","Lifelink
When this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)","Lifelink; Endure","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/tdm/83/kin-tree-nurturer?utm_source=api"
"144","TDM","24","3fe15607a983c3f6eee03977dceeb1949770fa25baca0846d0cd4f727f6431a8","3d02ee2f-b7bd-40b0-b9be-2420991b2be0","Abzan Devotee","{1}{B}","Creature — Dog Cleric","{1}: Add {W}, {B}, or {G}. Activate only once each turn.
{2}{B}: Return this card from your graveyard to your hand.","","blocked","","system","graveyard_activated_ability","once_per_turn_activation","One ability activates only from the graveyard, while the mana ability also needs an activation limit.","https://scryfall.com/card/tdm/68/abzan-devotee?utm_source=api"
"145","TDM","25","446677fac103680399ffa47a481260426543923f2e289dbe8d7cd0c90df94e26","387b12b1-d8f5-487b-972f-5303b23eed5a","Dusyut Earthcarver","{5}{G}","Creature — Elephant Druid","Reach
When this creature enters, it endures 3. (Put three +1/+1 counters on it or create a 3/3 white Spirit creature token.)","Reach; Endure","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/tdm/141/dusyut-earthcarver?utm_source=api"
"146","TDM","26","467b8e4500459f2a161570e3728b278e5ecdba763634cf7cf7bff82411593090","c4023e1f-26e3-4225-98d0-3d33f6654616","Caustic Exhale","{B}","Instant","As an additional cost to cast this spell, behold a Dragon or pay {1}. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card from your hand.)
Target creature gets -3/-3 until end of turn.","Behold","partial_now","","system","behold","","The -3/-3 effect works, but the spell cannot offer behold-or-pay as an additional cost.","https://scryfall.com/card/tdm/74/caustic-exhale?utm_source=api"
"147","TDM","27","46a0196b3a43f1b5b6c33bf09d69478636559a6792d3b54439187325d818cdf3","eae480fe-d9fe-4dbe-8b78-b65f398b0af3","Sandskitter Outrider","{3}{B}","Creature — Goblin Soldier","Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, it endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)","Menace; Endure","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/tdm/89/sandskitter-outrider?utm_source=api"
"148","TDM","28","4c171c8558894125fe70e05e5f568a81a6c9ca04099072b648623fbe83fac0b5","e24916ff-7566-4f27-8e31-732311a4a88c","Stormshriek Feral // Flush Out","{4}{R} // {1}{R}","Creature — Dragon // Sorcery — Omen","Stormshriek Feral: Flying, haste
{1}{R}: This creature gets +1/+0 until end of turn.
---
Flush Out: Discard a card. If you do, draw two cards. (Then shuffle this card into its owner's library.)","Flying; Haste","partial_now","","system","omen","","Both face effects are otherwise representable, but the Omen spell cannot shuffle itself into its owner library.","https://scryfall.com/card/tdm/124/stormshriek-feral-flush-out?utm_source=api"
"149","TDM","29","4f2f49ee1930d36b2b987feda74f8cfb4da4a893e1f1aba305feb12909927332","c469133e-174d-476b-b135-bbf15e415e72","Aggressive Negotiations","{2}{B}","Sorcery","Target opponent reveals their hand. You choose a nonland card from it and exile that card. Put a +1/+1 counter on up to one target creature you control.","","blocked","","system","private_hand_exile","","The engine can publish private hand discard choices, but not controller-chosen hand exile followed by a separate optional target.","https://scryfall.com/card/tdm/70/aggressive-negotiations?utm_source=api"
"150","TDM","30","50d13ba783c2381bcb1bfb8ee972e9a42963fecc7e40af21483117c67d05345f","e08debdc-2db5-4562-8a02-4158bfc0db88","Poised Practitioner","{2}{W}","Creature — Human Monk","Flurry — Whenever you cast your second spell each turn, put a +1/+1 counter on this creature. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)","Flurry; Scry","blocked","","system","turn_indexed_spell_trigger","","The trigger system does not publish or count the second spell cast in a turn.","https://scryfall.com/card/tdm/18/poised-practitioner?utm_source=api"
"151","TDM","31","5534017241d14b13beb2be92a64aee62dda2ad7924ac99bed32c197274900426","95d51048-be32-4c5f-8b75-fca3a891c9d6","Trade Route Envoy","{3}{G}","Creature — Dog Soldier","When this creature enters, draw a card if you control a creature with a counter on it. If you don't draw a card this way, put a +1/+1 counter on this creature.","","blocked","","primitive","conditional_effect_branch","","The ETB must choose its consequence from a live counter-bearing-creature condition rather than from a player-selected mode.","https://scryfall.com/card/tdm/163/trade-route-envoy?utm_source=api"
"152","TDM","32","55e259a0f1ec194dc2254fdb44337230cf268b277e7b07cfbf5a76b9f55292e2","8d84a706-080c-4fb2-b1b9-3dbb3294fb7b","Osseous Exhale","{1}{W}","Instant","As an additional cost to cast this spell, you may behold a Dragon. (You may choose a Dragon you control or reveal a Dragon card from your hand.)
Osseous Exhale deals 5 damage to target attacking or blocking creature. If a Dragon was beheld, you gain 2 life.","Behold","partial_now","","system","behold","planeswalker_targets","Damage to an attacking or blocking creature works, but optional behold, its conditional life gain, and planeswalker targets do not.","https://scryfall.com/card/tdm/17/osseous-exhale?utm_source=api"
"153","TDM","33","5c526de6346e50bc099cdbfb507931b208bd5bbd8ba1a287d1ed819a9d60d66d","325b88e1-ec7f-4d22-887c-a7f18a868bb0","Monastery Messenger","{2/U}{2/R}{2/W}","Creature — Bird Scout","Flying, vigilance
When this creature enters, put up to one target noncreature, nonland card from your graveyard on top of your library.","Flying; Vigilance","blocked","","primitive","graveyard_to_library","disjunctive_graveyard_filter","No graveyard effect moves a noncreature nonland card to the top of its owner library.","https://scryfall.com/card/tdm/208/monastery-messenger?utm_source=api"
"154","TDM","34","5e133018825509d6ff57a0d04bdec8b19cd36bac19f98fdf1d73eaf0e781d94e","695a84b5-96b0-4e48-b615-15624efab3b7","Focus the Mind","{4}{U}","Instant","This spell costs {2} less to cast if you've cast another spell this turn.
Draw three cards, then discard a card.","","partial_now","","primitive","spells_cast_this_turn_condition","","Draw-three-discard-one works, but the cost reduction cannot test whether another spell was cast this turn.","https://scryfall.com/card/tdm/45/focus-the-mind?utm_source=api"
"155","TDM","35","5e1359773806d064602e4a46ec66ef671329fd2feff6d99e56adfced1208c45d","985192cd-ceb6-48ad-80b9-e10fc544260e","Jade-Cast Sentinel","{4}","Artifact Creature — Ape Snake","Reach
{2}, {T}: Put target card from a graveyard on the bottom of its owner's library.","Reach","blocked","","primitive","graveyard_to_library","","No targeted zone effect moves a card from a graveyard to the bottom of its owner library.","https://scryfall.com/card/tdm/243/jade-cast-sentinel?utm_source=api"
"156","TDM","36","5e5b264c72dd594d4fca59c08b8bc2d2a34e2bfa47e80cc5662d514b496f6611","013bcab8-e527-4700-82c9-4cb9cb8a4807","Humbling Elder","{U}","Creature — Human Monk","Flash
When this creature enters, target creature an opponent controls gets -2/-0 until end of turn.","Flash","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/tdm/48/humbling-elder?utm_source=api"
"157","TDM","37","5f489f806ab6cdcb0343f3feda676ee97c066bc77a993cb919613f588546a6a9","7875c063-19c3-4e6e-81d8-1a378a4e16e5","Dragonback Lancer","{3}{W}","Creature — Human Soldier","Flying
Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)","Flying; Mobilize","blocked","","system","mobilize","","Mobilize needs tapped-and-attacking token creation, attack-recipient choice, and delayed sacrifice.","https://scryfall.com/card/tdm/9/dragonback-lancer?utm_source=api"
"158","TDM","38","609482b4ae931f9300e616ba45ce1eb1396d37f476bd8fdb6b2a5799f8337f73","e444f072-ce24-4fd1-99eb-d20d12bc119a","Temur Devotee","{1}{U}","Creature — Human Druid","Defender
{1}: Add {G}, {U}, or {R}. Activate only once each turn.","Defender","blocked","","primitive","once_per_turn_activation","","The mana ability cannot enforce its once-each-turn activation limit.","https://scryfall.com/card/tdm/61/temur-devotee?utm_source=api"
"159","TDM","39","6362be11818cf849a55724fe893aa1936daf3ff447b98fb5dc859aac1e4a8aec","62f09a5b-d7fb-44f4-9fab-719185b735ab","Reputable Merchant","{2/W}{2/B}{2/G}","Creature — Human Citizen","When this creature enters or dies, put a +1/+1 counter on target creature you control.","","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/tdm/217/reputable-merchant?utm_source=api"
"160","TDM","40","65b22b838853f1a36945d380dd169ba72ad232c5679e29a867947d7516b58a78","0f8ebf11-b5ec-4f21-8c49-90d569b5a4c5","Worthy Cost","{B}","Sorcery","As an additional cost to cast this spell, sacrifice a creature.
Exile target creature or planeswalker.","","partial_now","","system","planeswalker_targets","","The sacrifice additional cost and creature exile work, but planeswalkers are absent.","https://scryfall.com/card/tdm/99/worthy-cost?utm_source=api"
"161","TDM","41","68978b17c5dc1b1d9c6f4b13e23fa0660a405e7bd83f9e5c81a6795d28786202","4f3d7102-f8ce-42d4-94eb-f69b695773d1","Rebellious Strike","{1}{W}","Instant","Target creature gets +3/+0 until end of turn.
Draw a card.","","full_now","temporary_abilities","data","","","All functional Oracle clauses compose from the current temporary abilities vocabulary.","https://scryfall.com/card/tdm/20/rebellious-strike?utm_source=api"
"162","TDM","42","6b2ad878c20ffc6ec442183f2dfe007a6eca6170f8a978b0a55a397a0b9e49ae","8a64cf8e-ae7f-4697-93fc-9c946eb1088b","Delta Bloodflies","{1}{B}","Creature — Insect","Flying
Whenever this creature attacks, if you control a creature with a counter on it, each opponent loses 1 life.","Flying","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/tdm/77/delta-bloodflies?utm_source=api"
"163","TDM","43","6d4f38cc101f027071d1e00a10d75a6fc2eafb46cd19b1385a72089eb1031a69","53f07529-c212-43e4-b5b6-086efeadda39","Iceridge Serpent","{4}{U}","Creature — Serpent","When this creature enters, return target creature an opponent controls to its owner's hand.","","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/tdm/49/iceridge-serpent?utm_source=api"
"164","TDM","44","714f28120315d0ae99ebbf265d2c37fb7a07856ac86f73298c2b56698fac527e","ee7b3fc0-6128-4bf6-b3e7-7371e6f93c4b","Sultai Devotee","{1}{G}","Creature — Zombie Snake Druid","Deathtouch
{1}: Add {B}, {G}, or {U}. Activate only once each turn.","Deathtouch","blocked","","primitive","once_per_turn_activation","","The mana ability cannot enforce its once-each-turn activation limit.","https://scryfall.com/card/tdm/160/sultai-devotee?utm_source=api"
"165","TDM","45","7171a0cd7191473d9b6c2043db78a25105eea783eb4e20143e9bedee031308a6","6d2d250b-cdce-4075-8724-b52ad31664fb","Highspire Bell-Ringer","{2}{U}","Creature — Djinn Monk","Flying
The second spell you cast each turn costs {1} less to cast.","Flying","blocked","","system","turn_indexed_spell_cost_reduction","","A battlefield source cannot reduce only the second spell its controller casts each turn.","https://scryfall.com/card/tdm/47/highspire-bell-ringer?utm_source=api"
"166","TDM","46","7384a3fb6e0ff25eaa8e33dc603f490ca9ba5ef6872814eddd094c2b15d515af","334ffdc4-9fe6-4a7f-bf5d-bcd88adab715","Ringing Strike Mastery","{U}","Enchantment — Aura","Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
Enchanted creature has ""{5}: Untap this creature.""","Enchant","full_now","equipment_and_auras","data","","","All functional Oracle clauses compose from the current equipment and auras vocabulary.","https://scryfall.com/card/tdm/53/ringing-strike-mastery?utm_source=api"
"167","TDM","47","778f4d723a44476a9c05084115a5e2788fbd33afcee97c651eeb5fbf7bc34302","89fb21dc-4cf2-4c9a-b0ae-cc6e10277fb6","Fire-Rim Form","{1}{R}","Enchantment — Aura","Flash
Enchant creature
When this Aura enters, enchanted creature gains first strike until end of turn.
Enchanted creature gets +2/+0.","Enchant; Flash","full_now","equipment_and_auras","data","","","All functional Oracle clauses compose from the current equipment and auras vocabulary.","https://scryfall.com/card/tdm/107/fire-rim-form?utm_source=api"
"168","TDM","48","77a709657a4b856576a78b270104e7ca86952ca149186d9acb150f8e5072009b","8676e917-17dd-4047-99c4-402f2e909e16","Shock Brigade","{1}{R}","Creature — Goblin Soldier","Menace (This creature can't be blocked except by two or more creatures.)
Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)","Menace; Mobilize","blocked","","system","mobilize","","Mobilize needs tapped-and-attacking token creation, attack-recipient choice, and delayed sacrifice.","https://scryfall.com/card/tdm/120/shock-brigade?utm_source=api"
